Unnamed: 0,image_filename,image_caption,image_class
6255,image_06256.jpg,the perito moreno glacier in patagonia,Glacier
6256,image_06257.jpg,the view from above of a mountain range,Glacier
6257,image_06258.jpg,the glacier is a popular tourist attraction,Glacier
6258,image_06259.jpg,hiker on the glacier,Glacier
6259,image_06260.jpg,a glacier with blue ice and snow,Glacier
6260,image_06261.jpg,the glacier in the arctic stock photo image of,Glacier
6261,image_06262.jpg,the beautiful landscape of patagonia,Glacier
6262,image_06263.jpg,the glacier is seen from the shore,Glacier
6263,image_06264.jpg,the glacier is melting in the middle of the lake,Glacier
6264,image_06265.jpg,the perito moreno glacier in argentina,Glacier
6265,image_06266.jpg,"perito moreno glacier, argentina, south america, south america, south americ",Glacier
6266,image_06267.jpg,hiker on the stairs to the glacier,Glacier
6267,image_06268.jpg,the glacier is seen in the background,Glacier
6268,image_06269.jpg,tourists on the bridge,Glacier
6269,image_06270.jpg,the glacier in argentina with blue water and trees - stock image,Glacier
6270,image_06271.jpg,tourists on the boardwalk,Glacier
6271,image_06272.jpg,an aerial view of a glacier,Glacier
6272,image_06273.jpg,the most beautiful glacier in the world,Glacier
6273,image_06274.jpg,aerial view of mount cook and mount takapu in new zealand - stock image,Glacier
6274,image_06275.jpg,tourists walking on the glacier,Glacier
6275,image_06276.jpg,tourists walking through the glacier,Glacier
6276,image_06277.jpg,the ice is melting in front of a glacier,Glacier
6277,image_06278.jpg,a couple in yellow jackets standing on the edge of a glacier,Glacier
6278,image_06279.jpg,people walking on the glacier,Glacier
6279,image_06280.jpg,a large glacier with many large ice chunks,Glacier
6280,image_06281.jpg,tourists walk along a wooden walkway next to a glacier,Glacier
6281,image_06282.jpg,a large iceberg floating in the ocean with mountains in the background,Glacier
6282,image_06283.jpg,the glacier is a large glacier that is located in the south of argentina,Glacier
6283,image_06284.jpg,iceberg floating in the water,Glacier
6284,image_06285.jpg,tourists on a boat,Glacier
6285,image_06286.jpg,tourist looking at the glacier,Glacier
6286,image_06287.jpg,the glacier is melting in the middle of the lake - stock image,Glacier
6287,image_06288.jpg,the glacier is very large and blue,Glacier
6288,image_06289.jpg,the glacier in the arctic stock photo image,Glacier
6289,image_06290.jpg,the glacier is seen from the air,Glacier
6290,image_06291.jpg,icebergs on the blue sky background,Glacier
6291,image_06292.jpg,hiker on the mountain,Glacier
6292,image_06293.jpg,a large iceberg floating in the ocean with blue sky and clouds,Glacier
6293,image_06294.jpg,a large glacier is surrounded by trees and bushes,Glacier
6294,image_06295.jpg,a large iceberg floating in the water with a cloudy sky,Glacier
6295,image_06296.jpg,the glacier is a large glacier that is located in the middle of the lake,Glacier
6296,image_06297.jpg,a large glacier is melting in the water,Glacier
6297,image_06298.jpg,a large hole in the ice in the middle of a glacier - stock image,Glacier
6298,image_06299.jpg,perito perito perito perito perito perito perito perito perito perito,Glacier
6299,image_06300.jpg,a large glacier is in the middle of a body of water,Glacier
6300,image_06301.jpg,the glacier in the background stock photo image,Glacier
6301,image_06302.jpg,an iceberg floating in the water near a mountain range - stock image,Glacier
6302,image_06303.jpg,the perito moreno glacier in patagonia,Glacier
6303,image_06304.jpg,a large iceberg is floating in the water,Glacier
6304,image_06305.jpg,a large iceberg floating in the water with mountains in the background,Glacier
6305,image_06306.jpg,perito moreno glacier in argentina,Glacier
6306,image_06307.jpg,the glacier is melting in the background,Glacier
6307,image_06308.jpg,people walking on the glacier in the mountains,Glacier
6308,image_06309.jpg,the glacier is very large and has many blue ice,Glacier
6309,image_06310.jpg,"the cover of the book, the glacier",Glacier
6310,image_06311.jpg,the glacier is the largest in the world,Glacier
6311,image_06312.jpg,the glacier is very large and has many pieces of ice,Glacier
6312,image_06313.jpg,"icebergs in the arctic, with a dark sky and clouds",Glacier
6313,image_06314.jpg,a large iceberg is floating in the water,Glacier
6314,image_06315.jpg,a glacier is shown with blue ice,Glacier
6315,image_06316.jpg,a collage of pictures showing a woman standing in front of a glacier,Glacier
6316,image_06317.jpg,an aerial view of a large iceberg in the ocean,Glacier
6317,image_06318.jpg,people walking through a glacier with snow on the ground,Glacier
6318,image_06319.jpg,the largest glacier in the world is located in argentina,Glacier
6319,image_06320.jpg,an aerial view of a glacier and mountains,Glacier
6320,image_06321.jpg,people are standing on the rocks near a glacier,Glacier
6321,image_06322.jpg,the view of a glacier in the mountains,Glacier
6322,image_06323.jpg,people walking on the snow covered ground with mountains in the background,Glacier
6323,image_06324.jpg,a mountain range with snow capped peaks and a blue sky,Glacier
6324,image_06325.jpg,an aerial view of an iceberg floating in the ocean,Glacier
6325,image_06326.jpg,people in a boat near a glacier,Glacier
6326,image_06327.jpg,a view of a glacier from a boat,Glacier
6327,image_06328.jpg,the glacier is a large glacier that is located in the south of argentina,Glacier
6328,image_06329.jpg,a glacier is reflected in the water near a mountain,Glacier
6329,image_06330.jpg,a large iceberg floating in the water,Glacier
6330,image_06331.jpg,the perito moreno glacier in argentina,Glacier
6331,image_06332.jpg,a large glacier is melting in front of mountains,Glacier
6332,image_06333.jpg,an iceberg in the ocean with blue water,Glacier
6333,image_06334.jpg,a view of a glacier in the mountains,Glacier
6334,image_06335.jpg,a mountain range with snow capped peaks,Glacier
6335,image_06336.jpg,an aerial view of a glacier and mountains,Glacier
6336,image_06337.jpg,the glacier is very large and has many icebergs,Glacier
6337,image_06338.jpg,the highest glacier in the world is lost in 25 years,Glacier
6338,image_06339.jpg,a large glacier is being broken up by a boat,Glacier
6339,image_06340.jpg,the view from the top of a mountain with a glacier and blue water,Glacier
6340,image_06341.jpg,icebergs floating in the ocean with mountains in the background,Glacier
6341,image_06342.jpg,a large glacier is flowing down a mountain,Glacier
6342,image_06343.jpg,a group of people in a boat near a glacier,Glacier
6343,image_06344.jpg,the most famous glacier in the world,Glacier
6344,image_06345.jpg,iceberg in the ocean with blue sky and clouds,Glacier
6345,image_06346.jpg,a large mountain with snow on it,Glacier
6346,image_06347.jpg,the icebergs are floating in the water,Glacier
6347,image_06348.jpg,a large glacier is shown in the middle of the ocean,Glacier
6348,image_06349.jpg,icebergs on the river,Glacier
6349,image_06350.jpg,the aurora borealis over a lake in the mountains,Glacier
6350,image_06351.jpg,a polar bear on the ice,Glacier
6351,image_06352.jpg,a large iceberg is floating in the water,Glacier
6352,image_06353.jpg,icebergs floating in the ocean,Glacier
6353,image_06354.jpg,a view of the arctic from an airplane,Glacier
6354,image_06355.jpg,a large glacier is in the distance with a small body of water,Glacier
6355,image_06356.jpg,the arctic landscape with mountains and ice,Glacier
6356,image_06357.jpg,icebergs in the arctic ocean,Glacier
6357,image_06358.jpg,the sun sets over the ice in the arctic ocean,Glacier
6358,image_06359.jpg,icebergs floating in the water with blue sky,Glacier
6359,image_06360.jpg,an aerial view of ice floating in the ocean,Glacier
6360,image_06361.jpg,icebergs floating in the water with mountains in the background,Glacier
6361,image_06362.jpg,the antarctic is a large body of water with icebergs,Glacier
6362,image_06363.jpg,a large glacier is in the middle of the water,Glacier
6363,image_06364.jpg,a large glacier in the ocean with blue water and mountains in the background,Glacier
6364,image_06365.jpg,a penguin standing on an iceberg in the ocean,Glacier
6365,image_06366.jpg,icebergs floating in the ocean with a blue sky,Glacier
6366,image_06367.jpg,icebergs are seen in the water near the shore,Glacier
6367,image_06368.jpg,a polar bear jumping over the ice,Glacier
6368,image_06369.jpg,"the arctic is melting, and the ice is melting",Glacier
6369,image_06370.jpg,the antarctic is a place of extreme beauty and wonder,Glacier
6370,image_06371.jpg,icebergs floating in the water with mountains in the background,Glacier
6371,image_06372.jpg,icebergs floating in the ocean,Glacier
6372,image_06373.jpg,ice chunks on the ocean floor under a cloudy sky,Glacier
6373,image_06374.jpg,a polar bear and her cubs are standing on ice,Glacier
6374,image_06375.jpg,an aerial view of a glacier with snow on top,Glacier
6375,image_06376.jpg,an airplane flying over the ice with icebergs in the background,Glacier
6376,image_06377.jpg,the blue ice is floating in the water,Glacier
6377,image_06378.jpg,icebergs floating in the ocean,Glacier
6378,image_06379.jpg,a large body of water with snow and ice,Glacier
6379,image_06380.jpg,a man is standing on top of an iceberg,Glacier
6380,image_06381.jpg,the sun sets over the ocean as it melts ice,Glacier
6381,image_06382.jpg,icebergs in iceland,Glacier
6382,image_06383.jpg,the ice is melting in the arctic,Glacier
6383,image_06384.jpg,a polar bear is standing on an ice floe,Glacier
6384,image_06385.jpg,a river runs through a sandy beach with mountains in the background,Glacier
6385,image_06386.jpg,a large warehouse with trucks parked in front of it,Glacier
6386,image_06387.jpg,"the cover of the album, with penguins on an iceberg",Glacier
6387,image_06388.jpg,an iceberg in the water with a small hole,Glacier
6388,image_06389.jpg,a man is sitting on an iceberg in the ocean,Glacier
6389,image_06390.jpg,two polar bears swimming in the ocean,Glacier
6390,image_06391.jpg,icebergs floating in the ocean with the sun shining,Glacier
6391,image_06392.jpg,a large iceberg floating in the water,Glacier
6392,image_06393.jpg,two pictures of a boat in the water and a mountain in the background,Glacier
6393,image_06394.jpg,various types of ice and snow on a white background,Glacier
6394,image_06395.jpg,a polar bear standing on an ice floe,Glacier
6395,image_06396.jpg,"iceberg, iceberg, icebergs, icebergs, icebergs, icebergs, icebergs,",Glacier
6396,image_06397.jpg,icebergs floating in the water with clouds in the background,Glacier
6397,image_06398.jpg,a group of polar bears walking on ice,Glacier
6398,image_06399.jpg,polar bear on ice,Glacier
6399,image_06400.jpg,a large piece of ice is broken in the water,Glacier
6400,image_06401.jpg,icebergs floating in the ocean,Glacier
6401,image_06402.jpg,the arctic ocean is warming at a rate of about 1 degree per decade,Glacier
6402,image_06403.jpg,a polar bear is swimming in the ice,Glacier
6403,image_06404.jpg,a polar bear on the ice in the arctic,Glacier
6404,image_06405.jpg,ice floes in the arctic ocean,Glacier
6405,image_06406.jpg,the glacier is surrounded by ice and snow,Glacier
6406,image_06407.jpg,a large glacier is melting in the middle of the ocean,Glacier
6407,image_06408.jpg,a boat is sailing near a glacier with mountains in the background,Glacier
6408,image_06409.jpg,a man and woman are standing on the bow of a boat looking at the ice,Glacier
6409,image_06410.jpg,icebergs floating in the ocean near a large body of water,Glacier
6410,image_06411.jpg,an iceberg floats in the water near a small town,Glacier
6411,image_06412.jpg,two people walking on ice floes in the ocean,Glacier
6412,image_06413.jpg,the arctic is covered in snow and ice,Glacier
6413,image_06414.jpg,a large iceberg is floating in the ocean,Glacier
6414,image_06415.jpg,icebergs in the ocean with a blue sky,Glacier
6415,image_06416.jpg,an aerial view of an iceberg in the ocean,Glacier
6416,image_06417.jpg,an iceberg in the arctic ocean,Glacier
6417,image_06418.jpg,a polar bear walking across the snow covered ground,Glacier
6418,image_06419.jpg,ice floes in the arctic ocean,Glacier
6419,image_06420.jpg,a polar bear on the ice in the arctic,Glacier
6420,image_06421.jpg,the ice is melting in the arctic,Glacier
6421,image_06422.jpg,a glacier is seen in the middle of a body of water,Glacier
6422,image_06423.jpg,a large iceberg is floating in the water,Glacier
6423,image_06424.jpg,a large iceberg with blue water and white snow,Glacier
6424,image_06425.jpg,icebergs floating in the water near a mountain,Glacier
6425,image_06426.jpg,a glacier is melting in the middle of the water,Glacier
6426,image_06427.jpg,a large mountain with snow on top and icebergs in the water,Glacier
6427,image_06428.jpg,icebergs floating in the water with penguins,Glacier
6428,image_06429.jpg,a woman sitting on a chair with a large painting of snow covered mountains,Glacier
6429,image_06430.jpg,icebergs floating in the ocean,Glacier
6430,image_06431.jpg,a large iceberg is sitting on the ocean,Glacier
6431,image_06432.jpg,a man swimming in the ocean near an iceberg,Glacier
6432,image_06433.jpg,the climate change is a global phenomenon that is affecting the earth's climate,Glacier
6433,image_06434.jpg,an aerial view of a glacier in alaska,Glacier
6434,image_06435.jpg,four pictures of people on snowmobiles and a boat,Glacier
6435,image_06436.jpg,polar bear on ice floes,Glacier
6436,image_06437.jpg,a large glacier is in the middle of a lake,Glacier
6437,image_06438.jpg,a polar bear walking across the ice,Glacier
6438,image_06439.jpg,the earth's climate has changed over the years,Glacier
6439,image_06440.jpg,icebergs floating in the ocean,Glacier
6440,image_06441.jpg,a man standing on the ice near an iceberg,Glacier
6441,image_06442.jpg,the book cover for the book ``the climate crisis'',Glacier
6442,image_06443.jpg,a polar bear on an iceberg in the arctic ocean,Glacier
6443,image_06444.jpg,a group of people standing on the snow near an iceberg,Glacier
6444,image_06445.jpg,icebergs floating in the ocean under a cloudy sky,Glacier
6445,image_06446.jpg,a large glacier is blowing out water and ice,Glacier
6446,image_06447.jpg,the antarctic is a region of the world that is covered in ice,Glacier
6447,image_06448.jpg,icebergs floating in the water with blue sky,Glacier
6448,image_06449.jpg,the sun is setting over a large body of water,Glacier
6449,image_06450.jpg,a man standing on a glacier with a blue water hole,Glacier
6450,image_06451.jpg,a baby seal laying in the snow,Glacier
6451,image_06452.jpg,a painting of blue and gold paint on a black background,Glacier
6452,image_06453.jpg,a sailboat is floating in the middle of an ice field,Glacier
6453,image_06454.jpg,the perito moreno glacier in argentina,Glacier
6454,image_06455.jpg,the arctic sea ice is melting and the water is blue,Glacier
6455,image_06456.jpg,three people in orange jackets on snow with mountains in the background,Glacier
6456,image_06457.jpg,a man is playing an instrument in the snow,Glacier
6457,image_06458.jpg,the sun shines over the ice in the arctic ocean,Glacier
6458,image_06459.jpg,a man in a blue shirt and black boots standing in the snow,Glacier
6459,image_06460.jpg,a white fox standing on top of a snow covered hill,Glacier
6460,image_06461.jpg,polar bear family on ice floe,Glacier
6461,image_06462.jpg,a person walking on the snow with a snowmobile,Glacier
6462,image_06463.jpg,the arctic sea ice is melting and the water is blue,Glacier
6463,image_06464.jpg,the sun shines over ice floes in the arctic ocean,Glacier
6464,image_06465.jpg,the largest icebreaker in the world,Glacier
6465,image_06466.jpg,"the arctic is melting, and the ice is melting",Glacier
6466,image_06467.jpg,a submarine is sitting on the ice in the sun,Glacier
6467,image_06468.jpg,two people sitting at a table in an ice hotel,Glacier
6468,image_06469.jpg,ice floes in the arctic ocean,Glacier
6469,image_06470.jpg,an underwater view of an iceberg,Glacier
6470,image_06471.jpg,the aurora borealis lights up the sky over a desert,Glacier
6471,image_06472.jpg,the arctic sea ice is melting,Glacier
6472,image_06473.jpg,a blue plastic toilet seat with water in it,Glacier
6473,image_06474.jpg,a group of people standing in the snow near tents,Glacier
6474,image_06475.jpg,"an iceberg floating in the ocean with the words ""the iceberg is melting""",Glacier
6475,image_06476.jpg,a skier in the air over a rail,Glacier
6476,image_06477.jpg,a group of people in a boat on the water near an iceberg,Glacier
6477,image_06478.jpg,polar bear eating a piece of candy,Glacier
6478,image_06479.jpg,an iceberg is floating in the ocean,Glacier
6479,image_06480.jpg,a red ship is floating in the water near some icebergs,Glacier
6480,image_06481.jpg,"icebergs floating in the ocean with the text ""icebergs""",Glacier
6481,image_06482.jpg,a military vehicle is parked under the aurora lights,Glacier
6482,image_06483.jpg,the cover of the new york times magazine,Glacier
6483,image_06484.jpg,a collage of pictures showing people in the snow,Glacier
6484,image_06485.jpg,a group of people standing around a submarine,Glacier
6485,image_06486.jpg,a plastic container with a polar bear and other animals in it,Glacier
6486,image_06487.jpg,an aerial view of a snow covered area with tents and snowmobiles,Glacier
6487,image_06488.jpg,icebergs floating in the ocean with blue water,Glacier
6488,image_06489.jpg,the sky is blue,Glacier
6489,image_06490.jpg,polar bear cubs resting on the snow,Glacier
6490,image_06491.jpg,a person riding on a sled in the snow,Glacier
6491,image_06492.jpg,a view of the bow of a ship from the deck,Glacier
6492,image_06493.jpg,two pictures of people standing on the shore of a lake,Glacier
6493,image_06494.jpg,a large iceberg floating in the water,Glacier
6494,image_06495.jpg,polar bear cub playing in the snow,Glacier
6495,image_06496.jpg,an old photo of a ship on ice with people on the deck,Glacier
6496,image_06497.jpg,360 panorama of the ocean waves crashing against the shore,Glacier
6497,image_06498.jpg,a long line of ice in the middle of the ocean,Glacier
6498,image_06499.jpg,the mountains are covered in snow and ice,Glacier
6499,image_06500.jpg,polar bear on ice in the sunset,Glacier
6500,image_06501.jpg,ice floes in the arctic ocean,Glacier
6501,image_06502.jpg,icebergs floating in the ocean,Glacier
6502,image_06503.jpg,a glacier with a large blue cave in the middle,Glacier
6503,image_06504.jpg,icebergs floating in the water with mountains in the background,Glacier
6504,image_06505.jpg,tourists sitting on the rocks near the glacier,Glacier
6505,image_06506.jpg,a man wearing black boots standing on ice,Glacier
6506,image_06507.jpg,icebergs floating in the water with a cloudy sky,Glacier
6507,image_06508.jpg,a man is climbing inside an ice cave,Glacier
6508,image_06509.jpg,a large iceberg in the middle of the ocean,Glacier
6509,image_06510.jpg,the glacier in the background is a beautiful blue color,Glacier
6510,image_06511.jpg,a man is standing on top of a mountain with snow,Glacier
6511,image_06512.jpg,a large glacier is in the middle of a lake,Glacier
6512,image_06513.jpg,a large iceberg in the ocean with a large blue wall,Glacier
6513,image_06514.jpg,icebergs floating in the water,Glacier
6514,image_06515.jpg,a lake with ice and mountains in the background,Glacier
6515,image_06516.jpg,ice floes on the ocean at sunset,Glacier
6516,image_06517.jpg,a large glacier is in the middle of the ocean,Glacier
6517,image_06518.jpg,icebergs on the shore of the arctic ocean,Glacier
6518,image_06519.jpg,a large iceberg floating in the water,Glacier
6519,image_06520.jpg,a polar bear walking across the snow covered ground,Glacier
6520,image_06521.jpg,iceberg under the sea,Glacier
6521,image_06522.jpg,icebergs floating in the ocean,Glacier
6522,image_06523.jpg,the entrance to the glacier in patagonia stock photography,Glacier
6523,image_06524.jpg,the icebergs in the water are reflecting the sky,Glacier
6524,image_06525.jpg,a view of a river and mountains with ice,Glacier
6525,image_06526.jpg,a large glacier is in the middle of a lake,Glacier
6526,image_06527.jpg,a worker at the ice factory in the city of person,Glacier
6527,image_06528.jpg,a person skiing down a snowy mountain,Glacier
6528,image_06529.jpg,ice cave with a blue sky and a light coming from inside stock photography,Glacier
6529,image_06530.jpg,a polar bear on an iceberg in the middle of the ocean,Glacier
6530,image_06531.jpg,a worker is cleaning the floor of a factory,Glacier
6531,image_06532.jpg,an iceberg in the middle of the ocean,Glacier
6532,image_06533.jpg,icebergs floating in the water at sunset,Glacier
6533,image_06534.jpg,a large snow covered mountain with clouds in the sky,Glacier
6534,image_06535.jpg,a person standing on top of a mountain with snow,Glacier
6535,image_06536.jpg,ice floes on the sea,Glacier
6536,image_06537.jpg,ice mountains and the moon in the sky,Glacier
6537,image_06538.jpg,an iceberg floating in the ocean with sunlight shining through it,Glacier
6538,image_06539.jpg,ice floes in the ocean with a blue sky,Glacier
6539,image_06540.jpg,a polar bear is standing on top of an iceberg,Glacier
6540,image_06541.jpg,people walking on a glacier with a large hole in it,Glacier
6541,image_06542.jpg,the ice hotel in finland,Glacier
6542,image_06543.jpg,a person standing in a blue ice cave,Glacier
6543,image_06544.jpg,icebergs floating in the ocean,Glacier
6544,image_06545.jpg,a man sitting on the ice with the aurora lights above him,Glacier
6545,image_06546.jpg,aurora borealis over the waterfall,Glacier
6546,image_06547.jpg,a lake surrounded by mountains and rocks,Glacier
6547,image_06548.jpg,a lake surrounded by snow capped mountains,Glacier
6548,image_06549.jpg,an aerial view of an iceberg in the ocean,Glacier
6549,image_06550.jpg,vector illustration of a penguin family on the ice,Glacier
6550,image_06551.jpg,a person standing on a hill overlooking an iceberg,Glacier
6551,image_06552.jpg,a view of the moon and the ice from a polar expedition,Glacier
6552,image_06553.jpg,icelandic landscape at sunset,Glacier
6553,image_06554.jpg,watercolor illustration of icebergs floating in the ocean,Glacier
6554,image_06555.jpg,the mountains and lake in the background,Glacier
6555,image_06556.jpg,a ship is floating in the ice near a boat,Glacier
6556,image_06557.jpg,ice floes in the arctic ocean,Glacier
6557,image_06558.jpg,ice on the surface of the water,Glacier
6558,image_06559.jpg,a group of people walking on snow near a mountain,Glacier
6559,image_06560.jpg,an aerial view of a glacier with blue water,Glacier
6560,image_06561.jpg,a polar bear resting on the snow,Glacier
6561,image_06562.jpg,a blue ice cave with a light coming from inside,Glacier
6562,image_06563.jpg,a man skiing down a mountain with snow covered rocks,Glacier
6563,image_06564.jpg,an iceberg floating in the water with a blue sky,Glacier
6564,image_06565.jpg,the glacier is very large and blue,Glacier
6565,image_06566.jpg,a group of people hiking up a glacier,Glacier
6566,image_06567.jpg,two people walking on a glacier in iceland,Glacier
6567,image_06568.jpg,a large glacier is seen in the distance,Glacier
6568,image_06569.jpg,a large glacier is shown in the middle of a mountain range,Glacier
6569,image_06570.jpg,the same image of a glacier and an ice lake,Glacier
6570,image_06571.jpg,"the arctic is melting fast, and the ice is melting fast",Glacier
6571,image_06572.jpg,the icelandic ice cave,Glacier
6572,image_06573.jpg,people walking through an ice cave in iceland,Glacier
6573,image_06574.jpg,people are walking on the glacier in iceland,Glacier
6574,image_06575.jpg,a person standing in the middle of an ice cave,Glacier
6575,image_06576.jpg,a glacier is reflected in the water under a cloudy sky,Glacier
6576,image_06577.jpg,a person standing in the middle of an ice cave,Glacier
6577,image_06578.jpg,people standing in front of an ice cave,Glacier
6578,image_06579.jpg,the glacier is melting and the water is flowing,Glacier
6579,image_06580.jpg,a group of people standing around a glacier with an arrow pointing to it,Glacier
6580,image_06581.jpg,a glacier is flowing down a mountain,Glacier
6581,image_06582.jpg,three people standing on a glacier with a mountain in the background,Glacier
6582,image_06583.jpg,icebergs are floating in a lake with mountains in the background,Glacier
6583,image_06584.jpg,"people standing on the shore of an iceberg with the words ""the best of iceland""",Glacier
6584,image_06585.jpg,icebergs floating in the water at sunset,Glacier
6585,image_06586.jpg,a large iceberg is floating in the water,Glacier
6586,image_06587.jpg,the glacier is melting and the water is reflecting the blue sky,Glacier
6587,image_06588.jpg,a person in a kayak paddling through the water near a glacier,Glacier
6588,image_06589.jpg,icebergs floating in the water with mountains in the background,Glacier
6589,image_06590.jpg,the blue ice cave in iceland,Glacier
6590,image_06591.jpg,two people walking through an ice tunnel,Glacier
6591,image_06592.jpg,a view of a glacier and mountains in the distance,Glacier
6592,image_06593.jpg,two people standing on a glacier in iceland,Glacier
6593,image_06594.jpg,the icelandic landscape is beautiful and the glaciers are melting,Glacier
6594,image_06595.jpg,a large snow covered plain with mountains in the background,Glacier
6595,image_06596.jpg,a glacier in iceland with a blue sky and snow,Glacier
6596,image_06597.jpg,the sun rises over the glacier,Glacier
6597,image_06598.jpg,icebergs floating in the water with mountains in the background,Glacier
6598,image_06599.jpg,a glacier is flowing down a mountain,Glacier
6599,image_06600.jpg,two pictures of a glacier and a mountain,Glacier
6600,image_06601.jpg,a person standing in the middle of an ice cave,Glacier
6601,image_06602.jpg,a person standing in the middle of an ice cave,Glacier
6602,image_06603.jpg,icebergs floating in the river,Glacier
6603,image_06604.jpg,a mountain with snow capped peaks and a lake,Glacier
6604,image_06605.jpg,two people climbing up an ice wall,Glacier
6605,image_06606.jpg,a man is standing in the middle of an ice cave,Glacier
6606,image_06607.jpg,a person standing on the shore of a lake with icebergs,Glacier
6607,image_06608.jpg,a person standing in front of an ice cave,Glacier
6608,image_06609.jpg,icebergs are floating in a lake with mountains in the background,Glacier
6609,image_06610.jpg,a glacier is shown in the distance with mountains in the background,Glacier
6610,image_06611.jpg,"the cover of the book, the book of the world",Glacier
6611,image_06612.jpg,"the cover of the book, icelandic ice caves",Glacier
6612,image_06613.jpg,icebergs floating in the water with mountains in the background,Glacier
6613,image_06614.jpg,a person standing in the middle of an ice cave,Glacier
6614,image_06615.jpg,the world's most beautiful ice caves,Glacier
6615,image_06616.jpg,the sun sets over the mountains and icebergs,Glacier
6616,image_06617.jpg,a large glacier is being broken up by a large wave,Glacier
6617,image_06618.jpg,icebergs floating in the water with mountains in the background,Glacier
6618,image_06619.jpg,a large glacier is flowing down a river,Glacier
6619,image_06620.jpg,the summit of the mountain with a blue sky and snow,Glacier
6620,image_06621.jpg,a large glacier is shown in the middle of a mountain,Glacier
6621,image_06622.jpg,icebergs floating in the water,Glacier
6622,image_06623.jpg,people walking on a glacier in the snow,Glacier
6623,image_06624.jpg,a large glacier is seen in the distance,Glacier
6624,image_06625.jpg,a man is standing on the edge of a glacier,Glacier
6625,image_06626.jpg,two people standing on a glacier with their skis,Glacier
6626,image_06627.jpg,the inside of an ice cave with blue water,Glacier
6627,image_06628.jpg,an abstract image of a river with blue and white water flowing through it - stock image,Glacier
6628,image_06629.jpg,the blue glacier in iceland,Glacier
6629,image_06630.jpg,the inside of an ice cave with a light shining through it,Glacier
6630,image_06631.jpg,the icelandic landscape is beautiful and the glaciers are a sight to see,Glacier
6631,image_06632.jpg,people hiking in the mountains near a glacier,Glacier
6632,image_06633.jpg,a large glacier with ice and snow,Glacier
6633,image_06634.jpg,the ice cave in iceland,Glacier
6634,image_06635.jpg,a large iceberg is floating in the water,Glacier
6635,image_06636.jpg,icebergs floating in the water with a cloudy sky,Glacier
6636,image_06637.jpg,a person standing in an ice cave with a light shining on them,Glacier
6637,image_06638.jpg,the sun sets over the icebergs,Glacier
6638,image_06639.jpg,icebergs floating in the ocean,Glacier
6639,image_06640.jpg,a large volcano with a large cloud of smoke,Glacier
6640,image_06641.jpg,icebergs floating in the water near mountains,Glacier
6641,image_06642.jpg,a glacier with a blue sky and pink clouds,Glacier
6642,image_06643.jpg,the cover of the book is titled 'the ice age',Glacier
6643,image_06644.jpg,a group of people hiking up a glacier,Glacier
6644,image_06645.jpg,the glacier is seen in the distance,Glacier
6645,image_06646.jpg,icebergs floating in the water under a cloudy sky,Glacier
6646,image_06647.jpg,an iceberg in the ocean with a blue sky,Glacier
6647,image_06648.jpg,a man is walking through an ice cave,Glacier
6648,image_06649.jpg,icebergs floating in the water with clouds in the sky,Glacier
6649,image_06650.jpg,a glacier is shown in the middle of a snowy field,Glacier
6650,image_06651.jpg,a person in yellow jacket standing in an ice cave,Glacier
6651,image_06652.jpg,hikers walking on a glacier in iceland,Glacier
6652,image_06653.jpg,the inside of an ice cave with blue water,Glacier
6653,image_06654.jpg,a person standing on the edge of a glacier,Glacier
6654,image_06655.jpg,a tent is sitting on the water near a glacier,Glacier
6655,image_06656.jpg,icebergs floating in a lake with mountains in the background,Glacier
6656,image_06657.jpg,icebergs floating in a lake at sunset,Glacier
6657,image_06658.jpg,a large glacier is shown in the middle of a mountain,Glacier
6658,image_06659.jpg,group of people standing on the shore of a lake near a glacier,Glacier
6659,image_06660.jpg,a person standing on a bridge inside an ice cave,Glacier
6660,image_06661.jpg,a man standing in an ice cave,Glacier
6661,image_06662.jpg,a person standing on a beach near a glacier,Glacier
6662,image_06663.jpg,a glacier in the middle of a lake with mountains in the background,Glacier
6663,image_06664.jpg,a man in red jacket climbing inside an ice cave,Glacier
6664,image_06665.jpg,a glacier is reflected in the water with mountains in the background,Glacier
6665,image_06666.jpg,a large crater with snow and ice on top,Glacier
6666,image_06667.jpg,a person skiing down a snowy mountain,Glacier
6667,image_06668.jpg,a glacier is reflected in the water near mountains,Glacier
6668,image_06669.jpg,the icelandic landscape is stunning,Glacier
6669,image_06670.jpg,icebergs floating in the water stock photo,Glacier
6670,image_06671.jpg,a small blue pool in the middle of a rocky mountain,Glacier
6671,image_06672.jpg,mountains in iceland with snow and clouds,Glacier
6672,image_06673.jpg,a glacier is shown in the distance with snow on it,Glacier
6673,image_06674.jpg,icebergs in the icelandic fjord,Glacier
6674,image_06675.jpg,ice cave in iceland,Glacier
6675,image_06676.jpg,the iceland glacier hike,Glacier
6676,image_06677.jpg,three people in red jackets standing in an ice cave,Glacier
6677,image_06678.jpg,icebergs floating in the water with mountains in the background,Glacier
6678,image_06679.jpg,a man standing on a glacier with his arms outstretched,Glacier
6679,image_06680.jpg,icebergs floating in the water with a cloudy sky,Glacier
6680,image_06681.jpg,the blue ice cave in iceland,Glacier
6681,image_06682.jpg,the icelandic landscape is covered with ice and snow,Glacier
6682,image_06683.jpg,a glacier is seen in the middle of a lake,Glacier
6683,image_06684.jpg,icebergs floating in the water at sunset,Glacier
